customerID,age,gender,income,loan_amount,loan_term,credit_score,employment_status,marital_status,default
C104017,28,Female,77799.74,33436.6,202,645.2,Employed,Divorced,Yes
C104018,29,Male,60786.26,23468.71,133,661.2,Employed,Married,Yes
C104019,54,Male,55705.58,8374.58,107,668.6,Self-employed,Single,Yes
C104020,27,Female,27140.31,8050.67,259,647.3,Self-employed,Married,No
C104021,23,Male,40404.23,10688.92,259,676.0,Employed,Married,Yes
C104022,47,Male,83973.03,33061.95,199,664.7,Self-employed,Single,Yes
C104023,34,Male,55828.02,9639.93,67,637.5,Self-employed,Divorced,No
C104024,42,Male,65567.97,8773.0,68,671.6,Self-employed,Married,Yes
C104025,27,Female,42409.36,7409.35,96,689.3,Student,Single,Yes
C104026,31,Male,59418.91,10802.46,16,614.0,Self-employed,Married,Yes
C104027,42,Male,32556.96,2540.03,179,705.0,Employed,Divorced,Yes
C104028,54,Male,61997.65,11763.04,156,650.4,Employed,Single,Yes
C104029,40,Male,67412.82,27390.12,146,691.9,Self-employed,Single,Yes
C104030,47,Male,66412.29,22601.79,337,640.1,Self-employed,Married,No
C104031,46,Female,41928.3,19616.2,95,743.0,Employed,Married,No
C104032,33,Female,53158.98,26259.99,293,737.4,Employed,Single,Yes
C104033,34,Male,70743.88,9070.03,78,617.0,Employed,Divorced,Yes
C104034,41,Male,55771.25,18882.45,224,711.5,Employed,Single,Yes
C104035,22,Male,54253.89,19296.44,311,766.8,Employed,Married,No
C104036,53,Male,98069.35,26739.98,303,623.1,Employed,Married,Yes
C104037,50,Female,40980.22,12064.91,217,627.9,Unemployed,Single,Yes
C104038,35,Male,81608.37,37285.41,84,724.1,Employed,Married,No
C104039,38,Female,36906.39,15117.37,143,601.6,Employed,Single,Yes
C104040,36,Female,73095.62,24640.15,159,633.3,Employed,Married,Yes
C104041,52,Male,74163.05,38879.33,306,619.1,Self-employed,Married,Yes
C104042,57,Female,49792.7,15188.53,143,724.8,Employed,Married,No
C104043,26,Male,35650.46,19155.42,299,638.5,Employed,Married,Yes
C104044,40,Male,20591.34,17464.71,343,662.9,Unemployed,Single,No
C104045,21,Female,47697.73,12521.07,50,635.1,Unemployed,Single,Yes
C104046,42,Male,70524.37,33284.69,337,748.9,Employed,Single,Yes
C104047,32,Female,38447.44,17455.79,209,628.4,Employed,Married,No
C104048,37,Female,61938.97,19282.08,221,595.5,Student,Divorced,No
C104049,42,Male,30471.4,4364.92,118,593.2,Employed,Married,Yes
C104050,36,Female,55322.24,28668.16,128,721.6,Employed,Single,No
C104051,39,Male,37059.12,7010.83,200,726.0,Student,Divorced,Yes
C104052,57,Female,58440.39,10577.14,81,754.9,Self-employed,Single,No
C104053,59,Male,49978.41,21295.89,261,604.3,Employed,Divorced,Yes
C104054,21,Male,36192.68,13457.13,244,666.1,Self-employed,Single,No
C104055,39,Male,46822.53,6654.67,14,825.6,Employed,Single,No
C104056,61,Female,41316.86,25186.38,85,661.9,Self-employed,Married,Yes
C104057,46,Male,33721.51,3781.77,190,646.2,Employed,Married,Yes
C104058,30,Female,81654.92,26291.54,270,678.7,Employed,Married,Yes
C104059,49,Male,52796.5,22712.31,113,711.8,Self-employed,Married,Yes
C104060,27,Male,15955.49,4045.36,320,710.8,Self-employed,Single,Yes
C104061,22,Male,47534.38,23021.05,197,643.1,Employed,Single,No
C104062,51,Male,78294.23,30661.59,199,644.9,Unemployed,Single,Yes
C104063,45,Female,44772.83,14820.95,50,662.2,Self-employed,Married,Yes
C104064,57,Male,89954.88,37293.93,230,636.2,Employed,Single,Yes
C104065,37,Female,42866.76,26383.94,296,605.9,Employed,Single,Yes
C104066,62,Female,70068.16,38431.68,85,788.5,Employed,Single,Yes
C104067,41,Male,80732.77,9516.13,201,655.6,Student,Married,Yes
C104068,56,Female,69003.88,17482.94,14,659.0,Employed,Single,Yes
C104069,25,Female,32510.12,11670.93,85,660.9,Employed,Single,Yes
C104070,25,Female,41150.63,23871.7,36,675.2,Employed,Single,Yes
C104071,58,Male,83401.42,44088.1,279,706.1,Employed,Married,Yes
C104072,61,Female,43907.77,14039.53,358,652.1,Employed,Married,Yes
C104073,66,Female,79513.53,42073.5,25,748.4,Employed,Single,Yes
C104074,36,Male,51394.31,13323.7,256,715.9,Employed,Married,Yes
C104075,22,Female,62828.75,20943.2,218,668.5,Self-employed,Married,Yes
C104076,68,Male,32277.85,11401.39,256,640.0,Employed,Married,No
C104077,49,Female,47834.65,9420.57,186,745.1,Employed,Single,Yes
C104078,32,Female,42493.87,12557.49,357,670.3,Employed,Single,Yes
C104079,57,Female,64511.99,18606.4,25,605.4,Self-employed,Married,Yes
C104080,64,Female,61863.95,33621.06,63,741.3,Employed,Single,Yes
C104081,34,Female,69253.0,38241.91,98,636.4,Employed,Married,Yes
C104082,57,Female,50189.55,16234.85,284,732.1,Unemployed,Single,Yes
C104083,58,Male,41395.4,14673.73,38,529.1,Employed,Single,Yes
C104084,45,Male,63654.58,32750.85,55,657.9,Employed,Married,Yes
C104085,51,Male,39408.22,4791.14,266,749.6,Employed,Single,Yes
C104086,33,Male,81568.45,38390.61,157,680.3,Self-employed,Single,Yes
C104087,65,Female,57709.55,22865.62,257,715.9,Employed,Married,Yes
C104088,68,Female,53477.3,10799.25,139,625.9,Self-employed,Single,Yes
C104089,68,Male,69243.51,36447.11,43,700.9,Student,Divorced,Yes
C104090,56,Male,58472.71,19199.86,219,680.2,Self-employed,Married,Yes
C104091,23,Female,26838.97,6819.5,50,694.6,Employed,Married,Yes
C104092,38,Male,38771.4,3403.52,178,802.4,Unemployed,Divorced,Yes
C104093,42,Female,81154.17,38966.16,318,758.3,Employed,Single,Yes
C104094,67,Female,61677.69,33468.13,75,727.5,Employed,Married,Yes
C104095,47,Male,26368.64,6213.47,81,728.3,Employed,Divorced,Yes
C104096,46,Male,67042.24,10567.26,341,625.5,Employed,Married,Yes
C104097,28,Male,48814.82,5827.94,117,651.7,Self-employed,Married,Yes
C104098,59,Male,42510.0,12146.71,141,588.0,Self-employed,Single,No
C104099,37,Male,37102.55,9878.62,250,603.8,Unemployed,Single,Yes
C104100,25,Male,79998.59,21851.6,56,626.8,Self-employed,Single,Yes
C104101,68,Male,20690.03,7044.76,33,678.3,Employed,Single,Yes
C104102,30,Male,43249.36,16809.15,305,606.5,Self-employed,Married,Yes
C104103,21,Male,62402.54,19795.33,341,677.6,Employed,Married,Yes
C104104,24,Female,91567.26,31609.35,355,670.8,Employed,Single,Yes
C104105,42,Male,71077.16,14004.74,20,611.9,Employed,Single,Yes
C104106,25,Female,43079.51,10663.56,196,771.5,Self-employed,Single,No
C104107,61,Male,90587.07,32269.48,307,600.5,Self-employed,Divorced,Yes
C104108,45,Male,32897.53,15414.41,305,747.0,Student,Married,Yes
C104109,36,Male,65306.72,9658.37,137,544.7,Self-employed,Single,Yes
C104110,21,Female,69755.69,10008.53,182,671.5,Employed,Married,Yes
C104111,44,Male,42377.69,8541.33,64,608.1,Employed,Married,Yes
C104112,28,Male,73951.86,20021.73,60,640.7,Employed,Married,Yes
C104113,67,Male,49722.2,26618.25,143,788.6,Unemployed,Married,Yes
C104114,34,Female,73902.85,26550.93,92,659.2,Employed,Married,Yes
C104115,43,Male,23208.09,4297.3,350,613.7,Employed,Single,Yes
C104116,21,Male,66699.52,25282.53,39,709.3,Employed,Married,No
C104117,27,Female,51757.87,17882.57,196,658.7,Self-employed,Married,Yes
C104118,30,Male,82994.08,14459.25,205,689.0,Employed,Single,Yes
C104119,23,Male,59120.39,31254.99,32,625.1,Employed,Married,Yes
C104120,55,Female,84984.59,27753.13,165,628.1,Employed,Married,Yes
C104121,66,Male,70152.26,39391.36,339,632.7,Employed,Married,Yes
C104122,68,Male,57449.83,14385.95,50,727.9,Unemployed,Married,Yes
C104123,33,Male,75753.39,43965.59,61,666.4,Employed,Single,Yes
C104124,58,Male,75881.17,36976.16,69,617.1,Self-employed,Married,No
C104125,45,Female,69438.2,7782.35,31,689.7,Unemployed,Single,Yes
C104126,23,Female,15000.0,1000.0,319,684.8,Employed,Single,No
C104127,25,Female,40348.79,16184.05,27,714.4,Self-employed,Married,No
C104128,47,Male,87682.12,27210.7,109,651.1,Self-employed,Single,Yes
C104129,41,Female,34881.08,11552.1,299,675.3,Employed,Single,Yes
C104130,21,Female,77649.22,43401.62,358,705.3,Employed,Single,Yes
C104131,65,Male,74129.05,32706.21,65,619.4,Employed,Married,Yes
C104132,56,Female,45484.95,28950.66,137,733.2,Employed,Single,Yes
C104133,45,Female,20095.37,11703.96,74,681.0,Employed,Single,Yes
C104134,68,Female,48621.75,24377.28,78,613.9,Employed,Married,Yes
C104135,67,Male,101560.3,52063.02,340,613.5,Self-employed,Married,Yes
C104136,67,Male,42734.45,20292.81,129,674.0,Employed,Married,Yes
C104137,33,Female,44114.85,22725.8,224,647.0,Self-employed,Married,Yes
C104138,63,Female,40048.35,15174.1,66,725.3,Employed,Single,Yes
C104139,45,Male,84295.69,13967.95,111,662.8,Unemployed,Single,Yes
C104140,55,Male,55141.69,22184.47,137,698.2,Self-employed,Single,No
C104141,62,Female,47481.88,3826.11,216,629.1,Employed,Married,No
C104142,28,Male,88269.48,53408.24,325,678.6,Employed,Married,Yes
C104143,42,Male,71589.88,34078.16,96,758.9,Employed,Married,No
C104144,27,Female,41614.2,19266.97,236,671.1,Employed,Divorced,No
C104145,34,Male,35528.32,11695.21,184,646.8,Employed,Single,Yes
C104146,40,Male,83163.4,35970.41,288,628.2,Employed,Divorced,No
C104147,62,Male,60335.76,21556.89,128,678.9,Employed,Married,Yes
C104148,62,Female,29018.72,13723.28,159,764.6,Employed,Married,No
C104149,39,Male,24337.69,9163.45,228,598.2,Employed,Married,Yes
C104150,36,Female,37679.23,7685.87,166,677.0,Employed,Married,Yes
C104151,46,Female,35210.31,8003.18,276,577.2,Employed,Single,Yes
C104152,64,Female,19078.46,8480.44,16,655.4,Employed,Single,Yes
C104153,67,Male,38009.86,12706.16,133,695.8,Unemployed,Single,Yes
C104154,31,Male,41618.39,16211.33,72,585.2,Unemployed,Single,Yes
C104155,29,Male,50746.37,26906.96,62,653.3,Self-employed,Single,Yes
C104156,54,Female,93858.2,46952.7,30,697.4,Self-employed,Single,Yes
C104157,35,Female,54663.13,11124.83,135,687.9,Self-employed,Divorced,Yes
C104158,30,Female,56648.5,7240.78,87,700.3,Unemployed,Single,Yes
C104159,22,Male,70185.11,40785.8,275,621.5,Employed,Divorced,Yes
C104160,40,Male,55253.64,36285.41,186,697.4,Employed,Married,No
C104161,39,Female,68003.06,16257.02,285,644.0,Self-employed,Single,Yes
C104162,48,Male,65612.3,27920.17,320,722.8,Student,Single,Yes
C104163,30,Female,62451.77,20072.03,285,541.4,Employed,Single,Yes
C104164,55,Male,115329.32,20742.52,158,662.6,Employed,Single,Yes
C104165,53,Female,78222.52,48807.38,351,685.9,Employed,Single,Yes
C104166,43,Female,38365.56,23350.69,146,761.0,Employed,Married,Yes
C104167,29,Male,67404.44,44131.56,299,685.2,Employed,Single,Yes
C104168,45,Male,44165.26,1000.0,72,691.3,Employed,Married,Yes
C104169,53,Female,68925.02,25099.52,349,702.5,Employed,Married,No
C104170,38,Male,32496.25,19266.51,117,755.2,Self-employed,Married,Yes
C104171,33,Male,37844.41,15854.24,230,657.1,Self-employed,Divorced,Yes
C104172,45,Male,66878.15,14428.47,135,595.8,Self-employed,Single,Yes
C104173,38,Male,79953.38,28468.08,91,584.3,Employed,Single,Yes
C104174,40,Female,70052.89,6225.68,126,719.9,Employed,Divorced,Yes
C104175,37,Male,77082.35,36310.69,223,693.4,Employed,Divorced,Yes
C104176,35,Male,67476.37,36878.75,50,664.6,Employed,Married,Yes
C104177,55,Female,63449.92,4047.17,80,644.8,Student,Married,Yes
C104178,43,Male,49926.13,2827.89,332,690.8,Employed,Single,Yes
C104179,43,Male,76260.04,29148.83,41,692.6,Employed,Married,Yes
C104180,52,Female,80497.58,32716.34,263,708.8,Employed,Single,Yes
C104181,38,Female,58737.69,15310.3,116,613.5,Employed,Married,No
C104182,25,Female,57661.48,8382.55,123,574.1,Employed,Married,No
C104183,61,Female,91828.12,42279.7,138,625.2,Employed,Single,Yes
C104184,23,Male,59591.56,16398.95,145,598.9,Employed,Married,Yes
C104185,48,Male,61513.72,28954.6,258,595.8,Employed,Married,No
C104186,33,Female,69684.52,21533.61,291,774.2,Unemployed,Single,Yes
C104187,31,Female,58043.87,14122.57,138,544.0,Employed,Married,Yes
C104188,23,Female,43593.19,23319.47,71,708.2,Self-employed,Married,Yes
C104189,64,Male,67559.31,33030.69,13,734.4,Employed,Single,Yes
C104190,41,Male,59224.9,19080.9,264,739.2,Employed,Single,No
C104191,37,Male,96845.0,31970.14,331,696.6,Employed,Single,Yes
C104192,56,Female,75768.97,24720.79,23,759.2,Employed,Single,No
C104193,22,Female,48090.35,11722.34,217,787.0,Employed,Married,No
C104194,48,Male,74581.2,24816.41,87,661.9,Employed,Married,Yes
C104195,44,Male,66157.32,21428.03,85,706.8,Self-employed,Single,Yes
C104196,47,Male,86188.53,27266.98,300,756.5,Employed,Married,Yes
C104197,26,Male,49510.92,13538.51,99,628.3,Employed,Single,No
C104198,66,Female,63773.52,34994.35,117,665.3,Self-employed,Married,Yes
C104199,32,Female,58018.13,8221.89,55,642.5,Employed,Single,Yes
C104200,53,Male,61169.59,30517.7,326,707.7,Employed,Married,Yes
C104201,56,Female,42296.02,18610.39,327,566.1,Employed,Single,Yes
C104202,37,Female,71518.23,13794.91,329,766.2,Employed,Married,Yes
C104203,27,Male,68359.29,28150.63,92,712.0,Employed,Married,Yes
C104204,35,Male,85704.47,26613.22,77,715.4,Student,Divorced,Yes
C104205,59,Male,59799.48,31268.27,339,538.2,Employed,Single,Yes
C104206,64,Male,51763.21,29467.27,225,617.6,Employed,Married,Yes
C104207,65,Male,75785.89,36147.48,103,769.4,Self-employed,Single,No
C104208,31,Female,44115.91,16969.67,28,669.4,Employed,Single,Yes
C104209,50,Male,81699.69,45368.87,290,576.6,Employed,Married,Yes
C104210,28,Male,81656.84,36520.69,291,693.3,Student,Single,Yes
C104211,55,Female,85145.58,51105.43,15,720.7,Unemployed,Married,Yes
C104212,40,Male,67532.46,10990.95,178,711.9,Self-employed,Single,Yes
C104213,55,Female,50270.07,21754.42,180,671.0,Employed,Married,No
C104214,53,Female,62183.75,26182.16,173,748.1,Employed,Married,Yes
C104215,68,Female,67601.38,17908.96,140,637.9,Self-employed,Married,Yes
C104216,44,Female,48797.17,29830.66,126,712.4,Employed,Married,Yes
C104217,37,Female,86662.33,37957.45,128,688.1,Self-employed,Married,Yes
C104218,46,Female,71601.68,44145.37,332,672.0,Self-employed,Married,Yes
C104219,28,Male,42155.54,4741.93,357,657.3,Employed,Married,No
C104220,26,Male,97657.47,36421.34,50,659.4,Self-employed,Married,Yes
C104221,45,Male,61947.79,25931.57,262,681.9,Self-employed,Married,Yes
C104222,60,Male,38117.94,1000.0,211,662.4,Self-employed,Single,Yes
C104223,46,Male,43394.92,21872.79,101,724.0,Employed,Single,Yes
C104224,58,Male,89755.67,38947.41,76,647.8,Employed,Married,Yes
C104225,29,Male,96499.7,19729.09,273,774.1,Employed,Married,Yes
C104226,42,Male,80189.7,35509.0,138,645.2,Employed,Divorced,Yes
C104227,50,Male,86386.17,13861.08,57,735.2,Self-employed,Divorced,No
C104228,37,Female,84332.31,41306.21,349,737.8,Student,Married,Yes
C104229,21,Female,71138.32,35544.8,334,690.0,Employed,Married,Yes
C104230,24,Female,66580.84,24035.06,157,684.6,Unemployed,Married,Yes
C104231,65,Male,70797.26,24365.05,160,636.3,Self-employed,Single,Yes
C104232,50,Female,74720.31,20719.86,158,649.0,Employed,Single,No
C104233,33,Female,45168.04,9730.82,78,693.2,Employed,Married,Yes
C104234,33,Male,74639.17,39650.16,48,677.3,Employed,Married,Yes
C104235,22,Female,89172.34,25283.81,106,751.0,Employed,Single,Yes
C104236,66,Male,55872.55,17461.3,146,652.7,Self-employed,Married,Yes
C104237,26,Female,53735.04,12720.15,65,656.4,Employed,Married,Yes
C104238,57,Female,69530.93,30709.49,24,580.1,Employed,Single,Yes
C104239,32,Male,47006.85,27930.76,335,718.6,Self-employed,Single,Yes
C104240,37,Female,33663.63,7603.68,317,713.2,Self-employed,Married,Yes
C104241,34,Male,82954.38,19642.04,118,738.6,Self-employed,Single,Yes
C104242,60,Male,50980.97,9667.44,225,742.0,Self-employed,Single,No
C104243,22,Male,60368.97,10397.93,61,727.3,Employed,Married,Yes
C104244,37,Male,47797.5,15055.92,334,729.9,Self-employed,Married,Yes
C104245,34,Male,85535.1,40268.97,294,716.6,Employed,Married,Yes
C104246,34,Female,77063.52,23924.18,73,725.8,Employed,Married,Yes
C104247,30,Male,55185.21,8017.06,86,569.5,Employed,Married,Yes
C104248,64,Male,36402.05,16057.46,127,614.0,Employed,Married,Yes
C104249,39,Female,53061.4,25542.98,44,604.2,Employed,Married,No
C104250,41,Male,71403.05,24295.17,132,756.2,Self-employed,Single,Yes
C104251,39,Male,63772.71,12025.02,244,633.0,Employed,Single,Yes
C104252,68,Female,62181.96,24655.62,264,642.6,Employed,Married,Yes
C104253,37,Female,64233.98,5099.85,14,680.4,Student,Single,No
C104254,37,Male,75175.92,33551.18,134,605.4,Self-employed,Single,Yes
C104255,36,Male,59162.82,30721.52,301,702.8,Self-employed,Single,Yes
C104256,36,Female,69000.27,35279.43,314,552.2,Unemployed,Single,Yes
C104257,25,Female,40261.62,8781.53,207,609.4,Employed,Married,Yes
C104258,50,Male,111077.02,19983.84,267,691.9,Employed,Single,Yes
C104259,22,Male,54322.81,26362.55,97,605.5,Self-employed,Single,Yes
C104260,31,Male,64071.86,19208.35,314,757.9,Self-employed,Married,Yes
C104261,30,Female,71329.31,22728.87,176,682.8,Employed,Married,Yes
C104262,34,Female,51784.19,22961.71,252,747.9,Employed,Married,No
C104263,57,Female,60156.5,1739.86,103,701.5,Employed,Single,Yes
C104264,49,Male,59913.51,26120.01,72,679.3,Employed,Married,Yes
C104265,68,Female,41719.24,17293.23,197,620.2,Employed,Married,Yes
C104266,37,Female,68771.79,28466.86,193,735.7,Employed,Single,Yes
C104267,65,Male,27015.56,12257.36,210,706.5,Employed,Single,Yes
C104268,23,Female,95054.17,64202.6,293,805.1,Employed,Single,No
C104269,45,Male,75859.42,32984.7,280,729.7,Employed,Single,No
C104270,59,Male,72782.45,5609.76,117,656.2,Employed,Single,Yes
C104271,46,Female,25267.16,9451.33,174,697.4,Employed,Single,Yes
C104272,65,Male,44149.43,5930.92,41,705.3,Employed,Married,Yes
C104273,36,Female,87786.9,20253.35,285,749.8,Employed,Married,No
C104274,22,Male,143024.83,55557.02,59,759.3,Employed,Married,No
C104275,58,Male,83893.85,16153.26,36,670.3,Self-employed,Divorced,Yes
C104276,24,Male,80738.87,10802.29,193,607.1,Employed,Single,Yes
C104277,57,Male,70499.48,28324.43,332,568.8,Self-employed,Married,Yes
C104278,56,Male,43050.06,7813.28,142,611.6,Employed,Single,Yes
C104279,61,Female,79903.48,27273.01,76,644.5,Employed,Married,Yes
C104280,43,Male,37975.85,7514.62,76,770.3,Unemployed,Married,Yes
C104281,63,Male,35788.3,12863.61,303,771.2,Employed,Married,Yes
C104282,29,Female,34529.41,16795.53,241,737.6,Employed,Married,No
C104283,41,Male,79514.45,13323.93,184,753.8,Employed,Married,No
C104284,26,Female,58851.72,28332.31,334,637.6,Employed,Married,No
C104285,57,Male,62017.16,5781.54,48,589.1,Self-employed,Single,Yes
C104286,55,Male,59691.92,18875.59,226,619.6,Employed,Single,Yes
C104287,59,Female,37485.67,11696.77,137,557.9,Unemployed,Married,Yes
C104288,57,Female,46585.38,5314.65,93,613.2,Employed,Married,Yes
C104289,35,Female,47591.48,5453.27,331,649.6,Employed,Single,Yes
C104290,24,Male,31894.57,13068.43,344,690.0,Self-employed,Divorced,Yes
C104291,65,Male,49915.8,26829.57,302,688.1,Employed,Divorced,Yes
C104292,44,Female,38373.87,21848.61,63,638.6,Employed,Married,No
C104293,25,Female,71553.51,40374.14,263,714.1,Employed,Married,No
C104294,65,Female,73219.42,22666.49,136,639.8,Employed,Single,Yes
C104295,68,Female,34127.22,1248.4,144,680.6,Student,Married,Yes
C104296,42,Female,54067.36,9912.19,79,613.4,Employed,Divorced,Yes
C104297,57,Male,97121.2,37509.92,216,745.3,Employed,Single,Yes
C104298,22,Female,40384.74,19173.2,310,681.3,Employed,Single,Yes
C104299,25,Male,68532.76,16608.95,92,720.7,Employed,Married,Yes
C104300,34,Male,62110.44,15311.57,199,607.0,Employed,Single,Yes
C104301,52,Female,81857.75,26318.87,237,690.5,Employed,Divorced,Yes
C104302,27,Male,65909.34,40707.28,231,714.3,Employed,Single,Yes
C104303,22,Male,51374.09,25493.13,102,557.4,Employed,Single,No
C104304,53,Female,61335.28,27919.06,22,750.1,Self-employed,Divorced,Yes
C104305,57,Female,61627.4,18667.29,300,605.0,Employed,Single,Yes
C104306,56,Male,58166.1,13695.16,219,692.7,Self-employed,Married,No
C104307,59,Female,33617.77,4132.29,257,787.3,Employed,Single,No
C104308,59,Male,84861.77,44834.53,197,737.3,Employed,Married,No
C104309,49,Female,81328.67,37749.81,146,590.6,Student,Single,Yes
C104310,45,Male,39116.22,14982.06,99,669.3,Employed,Married,Yes
C104311,62,Male,53985.49,15851.63,241,754.0,Employed,Divorced,No
C104312,37,Male,55498.29,6167.57,301,631.0,Employed,Single,Yes
C104313,25,Male,36869.62,1000.0,125,658.4,Employed,Single,Yes
C104314,57,Male,22664.07,8783.91,20,656.7,Employed,Married,Yes
C104315,34,Male,46588.15,8284.11,66,714.2,Employed,Divorced,Yes
C104316,67,Female,52871.95,21545.51,213,587.8,Employed,Single,Yes
C104317,40,Male,31175.33,12731.41,93,717.6,Employed,Divorced,Yes
C104318,61,Male,63539.56,29342.19,295,642.6,Employed,Married,Yes
C104319,23,Female,83257.13,42956.54,106,679.3,Employed,Married,Yes
C104320,52,Female,76842.32,47943.5,183,666.5,Self-employed,Single,Yes
C104321,42,Female,57466.29,33950.38,90,716.0,Unemployed,Married,No
C104322,43,Male,23191.77,10202.26,170,678.7,Employed,Married,Yes
C104323,33,Male,74314.05,17010.24,248,766.4,Employed,Married,No
C104324,67,Female,62927.84,12118.51,288,739.4,Unemployed,Single,Yes
C104325,39,Female,68487.02,45845.78,269,632.3,Employed,Married,No
C104326,61,Male,98722.06,14181.88,188,761.9,Self-employed,Married,Yes
C104327,41,Female,43503.77,15043.24,171,699.2,Self-employed,Married,Yes
C104328,23,Female,15000.0,4298.61,125,690.2,Employed,Married,Yes
C104329,63,Female,38930.91,18542.73,355,730.9,Self-employed,Single,Yes
C104330,29,Male,69720.9,26994.44,267,617.5,Employed,Single,Yes
C104331,33,Female,60538.52,31241.94,322,597.2,Employed,Single,Yes
C104332,62,Male,35687.28,20940.22,269,681.5,Student,Single,Yes
C104333,63,Female,31605.65,19465.06,42,643.6,Self-employed,Married,No
C104334,65,Male,52907.82,8960.11,104,804.4,Employed,Married,Yes
C104335,41,Male,35078.11,16249.14,172,634.1,Self-employed,Single,Yes
C104336,57,Male,70412.67,28377.8,121,682.4,Employed,Single,No
C104337,36,Female,51771.46,7923.91,328,691.5,Self-employed,Married,Yes
C104338,56,Female,47457.64,30607.39,183,753.9,Student,Single,Yes
C104339,45,Female,44834.47,28135.32,88,620.3,Self-employed,Divorced,Yes
C104340,23,Female,65262.45,33584.41,220,583.3,Employed,Married,Yes
C104341,41,Female,60852.18,38812.12,143,763.7,Employed,Divorced,Yes
C104342,43,Female,64039.15,23208.62,56,684.8,Self-employed,Married,Yes
C104343,33,Male,63602.59,14053.69,341,728.6,Employed,Divorced,Yes
C104344,38,Female,58556.09,12907.21,341,731.4,Self-employed,Married,Yes
C104345,45,Male,39337.39,19354.09,282,741.8,Employed,Single,Yes
C104346,23,Male,45392.4,22484.09,121,657.3,Employed,Married,Yes
C104347,28,Male,52106.5,27533.26,301,641.1,Employed,Single,No
C104348,57,Male,101303.9,51661.0,112,560.2,Employed,Married,Yes
C104349,37,Female,33023.27,13430.56,318,620.3,Employed,Single,Yes
C104350,50,Female,51620.47,3853.27,319,683.7,Employed,Married,Yes
C104351,48,Male,61965.34,13034.39,71,637.9,Self-employed,Married,Yes
C104352,47,Female,53933.34,21233.82,121,611.5,Employed,Married,Yes
C104353,40,Male,81479.39,39403.94,255,683.0,Employed,Single,Yes
C104354,44,Male,53830.04,1954.99,93,760.6,Employed,Divorced,Yes
C104355,60,Male,55309.17,30090.2,291,676.6,Employed,Married,No
C104356,67,Male,76292.57,29533.17,248,612.0,Employed,Single,Yes
C104357,33,Male,96214.23,22816.86,90,756.3,Self-employed,Single,No
C104358,53,Male,88149.97,52210.65,281,633.6,Employed,Single,Yes
C104359,67,Male,57266.92,15564.13,27,768.8,Employed,Single,Yes
C104360,21,Male,59009.72,25083.62,145,664.2,Employed,Married,Yes
C104361,58,Female,60934.38,20325.49,74,686.2,Employed,Single,Yes
C104362,44,Male,62939.99,16573.25,12,773.7,Employed,Single,Yes
C104363,67,Male,43053.04,2241.63,270,598.9,Employed,Married,Yes
C104364,48,Male,78731.88,35145.43,65,617.0,Employed,Married,Yes
C104365,61,Male,64132.18,31944.16,253,660.4,Self-employed,Married,Yes
C104366,28,Male,59102.88,37343.35,38,671.6,Employed,Single,Yes
C104367,27,Male,34577.09,20367.02,322,838.5,Employed,Married,Yes
C104368,65,Female,61245.72,9273.58,352,626.7,Employed,Divorced,No
C104369,46,Female,22135.75,16857.92,122,601.7,Unemployed,Single,Yes
C104370,47,Female,48367.01,14167.71,181,623.8,Student,Married,Yes
C104371,29,Female,48738.05,1000.0,228,693.9,Employed,Divorced,Yes
C104372,31,Male,65739.9,31085.32,217,709.5,Employed,Married,Yes
C104373,60,Male,97597.0,53836.0,21,637.6,Employed,Married,Yes
C104374,35,Male,71438.15,39781.35,352,681.3,Employed,Divorced,No
C104375,49,Male,88968.04,48538.24,337,796.7,Employed,Single,No
C104376,36,Male,72904.24,15530.35,181,682.1,Employed,Married,Yes
C104377,33,Male,82501.07,20379.23,204,699.3,Employed,Married,No
C104378,28,Female,97142.55,15879.23,71,793.3,Self-employed,Divorced,No
C104379,65,Male,45363.26,21830.44,272,638.1,Employed,Married,Yes
C104380,66,Male,44057.91,11541.27,191,634.2,Employed,Married,Yes
C104381,26,Female,73376.22,8928.77,110,651.8,Employed,Single,Yes
C104382,37,Male,59926.43,17749.28,118,648.3,Employed,Married,Yes
C104383,48,Female,64407.08,28679.89,40,570.7,Employed,Married,Yes
C104384,39,Female,55026.66,22492.03,286,688.3,Self-employed,Divorced,No
C104385,55,Female,48074.83,11949.92,33,693.0,Self-employed,Single,Yes
C104386,33,Male,92415.29,20587.78,208,668.8,Employed,Single,Yes
C104387,23,Male,38002.78,24708.19,295,694.8,Employed,Divorced,Yes
C104388,37,Female,73727.85,32169.26,30,695.5,Employed,Married,Yes
C104389,49,Female,70484.57,18168.64,64,601.0,Employed,Single,No
C104390,29,Female,28419.73,1000.0,277,697.3,Self-employed,Married,Yes
C104391,60,Male,43384.39,27730.32,298,713.5,Self-employed,Divorced,Yes
C104392,21,Male,46746.19,17007.0,40,584.2,Self-employed,Divorced,Yes
C104393,24,Male,71291.68,11360.69,104,767.8,Employed,Single,Yes
C104394,45,Male,52659.3,17965.59,223,605.9,Student,Married,Yes
C104395,45,Male,58288.2,23824.64,200,611.7,Student,Married,Yes
C104396,35,Female,30847.05,2648.65,191,692.1,Employed,Single,Yes
C104397,33,Male,106518.23,25431.3,103,712.1,Employed,Married,Yes
C104398,24,Female,61423.91,37034.39,199,726.7,Self-employed,Single,Yes
C104399,52,Female,69980.02,22704.5,29,713.7,Employed,Single,Yes
